Job ID,Job Title,Company,Industry,Company Size,Country,City,Remote Type,Employment Type,Experience Level,Minimum Experience (Years),Annual Salary,Currency,Skills Required,Number of Applicants,Job Posted Date,Education Requirement,Department,Company Rating,Hiring Status,Job Category
JOB-1121,Data Scientist,CVS Health,Healthcare,10001+,Canada,Toronto,Onsite,Full-time,Executive,13,148000,CAD,"TensorFlow, SQL, Python",128,2023-07-04,PhD,Data Science,3.6,Filled,Data
JOB-1122,Backend Engineer,PwC,Consulting,10001+,United States,Austin,Onsite,Internship,Entry Level,2,120000,USD,"SQL, AWS, Python, Node.js, Redis, Java",539,2023-01-04,Master's,Engineering,4.3,Open,Software
JOB-1123,Frontend Engineer,Johnson & Johnson,Healthcare,10001+,United States,Boston,Remote,Full-time,Mid Level,2,113000,USD,"CSS, React, JavaScript, Git, TypeScript",139,2023-01-17,Master's,Engineering,3.7,Open,Software
JOB-1124,Financial Analyst,Tesla,Automotive,10001+,India,Pune,Remote,Contract,Mid Level,3,2656000,INR,"Excel, Financial Modeling, SQL, Forecasting, Power BI",263,2023-10-24,Master's,Finance,3.4,Open,Business
JOB-1125,Data Architect,Twilio,Software,1001-5000,United States,Washington DC,Onsite,Full-time,Mid Level,3,206000,USD,"Python, Data Modeling, Spark, Azure",92,2023-12-19,Master's,Engineering,4.3,Closed,Data
JOB-1126,Frontend Engineer,Spotify,Entertainment,1001-5000,Netherlands,Amsterdam,Onsite,Full-time,Mid Level,3,128000,EUR,"React, TypeScript, Git, JavaScript",176,2024-04-19,Bachelor's,Engineering,4.6,Filled,Software
JOB-1127,Business Intelligence Analyst,EY,Consulting,10001+,India,Pune,Hybrid,Full-time,Senior Level,5,2490000,INR,"Power BI, Tableau, Excel, SQL",273,2024-01-22,Master's,Analytics,3.7,On Hold,Data
JOB-1128,Product Manager,Lyft,Transportation,1001-5000,United States,Washington DC,Onsite,Full-time,Executive,12,174000,USD,"Analytics, SQL, Roadmapping, Product Strategy, Agile",340,2024-05-05,PhD,Product,4.1,Closed,Business
JOB-1129,Site Reliability Engineer,Twilio,Software,1001-5000,United States,Washington DC,Onsite,Full-time,Mid Level,5,167000,USD,"AWS, Monitoring, Python, Linux",328,2023-11-24,Bachelor's,Engineering,3.9,Open,Software
JOB-1130,Data Engineer,Shopify,E-Commerce,5001-10000,United States,Washington DC,Remote,Contract,Entry Level,1,115000,USD,"SQL, Airflow, Kafka",148,2023-12-12,Master's,Engineering,4.2,Filled,Data
JOB-1131,DevOps Engineer,Shopify,E-Commerce,5001-10000,Canada,Toronto,Onsite,Full-time,Executive,12,148000,CAD,"Docker, CI/CD, Python, Kubernetes, AWS, Terraform",281,2023-02-19,MBA,Engineering,4.2,Closed,Software
JOB-1132,Marketing Analyst,Apple,Technology,10001+,India,Pune,Remote,Full-time,Mid Level,5,2324000,INR,"SQL, Google Analytics, Excel",433,2024-02-26,Master's,Marketing,4.3,Open,Business
JOB-1133,Cloud Engineer,Microsoft,Technology,10001+,United States,Los Angeles,Onsite,Full-time,Senior Level,7,178000,USD,"Azure, AWS, Kubernetes, GCP, Terraform, Python",233,2024-01-18,Master's,Engineering,4.7,Open,Software
JOB-1134,Financial Analyst,ServiceNow,Software,10001+,India,Mumbai,Onsite,Full-time,Mid Level,5,1743000,INR,"Excel, Forecasting, Financial Modeling",341,2024-05-26,Bachelor's,Finance,4.3,Open,Business
JOB-1135,Senior Data Analyst,Block,Fintech,1001-5000,United States,New York,Remote,Full-time,Director,12,143000,USD,"Python, Statistics, Power BI, R",214,2023-11-19,PhD,Analytics,4.1,Open,Data
JOB-1136,Data Architect,Apple,Technology,10001+,Canada,Toronto,Remote,Full-time,Mid Level,3,191000,CAD,"Data Modeling, Spark, Azure, AWS",227,2023-12-21,Master's,Engineering,4.2,Closed,Data
JOB-1137,Strategy Analyst,Tesla,Automotive,10001+,France,Paris,Hybrid,Full-time,Executive,19,94000,EUR,"Financial Modeling, Market Research, SQL, Excel, PowerPoint",112,2023-07-10,MBA,Strategy,3.4,Open,Business
JOB-1138,Marketing Analyst,Twilio,Software,1001-5000,India,Mumbai,Onsite,Full-time,Senior Level,6,2490000,INR,"SQL, Excel, Tableau",221,2023-01-06,Bachelor's,Marketing,4.3,Closed,Business
JOB-1139,Data Scientist,LinkedIn,Technology,10001+,United States,San Francisco,Remote,Full-time,Entry Level,2,107000,USD,"TensorFlow, R, Statistics, Python",141,2024-01-30,Master's,Data Science,4.2,Closed,Data
JOB-1140,Business Intelligence Analyst,Pfizer,Healthcare,10001+,United States,Boston,Remote,Full-time,Mid Level,4,101000,USD,"DAX, Power BI, Tableau, Excel, SQL",397,2024-03-07,Bachelor's,Analytics,3.9,Open,Data
JOB-1141,Business Analyst,Slack,Software,1001-5000,United States,Boston,Hybrid,Full-time,Mid Level,5,90000,USD,"Power BI, Excel, Requirements Gathering, SQL",52,2023-12-04,Bachelor's,Analytics,4.1,Closed,Business
JOB-1142,Software Engineer,ServiceNow,Software,10001+,India,Bangalore,Onsite,Full-time,Mid Level,5,3901000,INR,"SQL, JavaScript, Java, AWS",276,2023-10-15,Bachelor's,Engineering,4.1,Open,Software
JOB-1143,Site Reliability Engineer,CVS Health,Healthcare,10001+,India,Pune,Hybrid,Full-time,Director,11,4067000,INR,"Linux, Kubernetes, AWS",190,2024-02-23,Master's,Engineering,3.9,Open,Software
JOB-1144,Data Engineer,Walmart,Retail,10001+,Canada,Toronto,Remote,Full-time,Mid Level,5,127000,CAD,"Kafka, Python, AWS, SQL, Spark, Airflow",285,2023-03-29,Bachelor's,Engineering,3.3,Closed,Data
JOB-1145,Senior Product Manager,Lockheed Martin,Aerospace,10001+,France,Paris,Hybrid,Full-time,Mid Level,2,135000,EUR,"OKRs, Agile, SQL",293,2023-08-15,Bachelor's,Product,4.3,Closed,Business
JOB-1146,Data Analyst,Accenture,Consulting,10001+,India,Hyderabad,Hybrid,Full-time,Mid Level,5,2407000,INR,"SQL, Tableau, Excel, Statistics, Power BI, Python",112,2023-04-10,Master's,Analytics,3.8,Open,Data
JOB-1147,Marketing Analyst,Amazon,E-Commerce,10001+,United States,Austin,Hybrid,Full-time,Senior Level,6,108000,USD,"SQL, Excel, Python",239,2023-06-13,PhD,Marketing,3.6,Open,Business
JOB-1148,Senior Data Engineer,Boeing,Aerospace,10001+,United States,San Francisco,Remote,Full-time,Senior Level,6,195000,USD,"AWS, Airflow, Kafka, dbt",237,2023-08-08,Bachelor's,Engineering,3.9,Closed,Data
JOB-1149,Senior Data Scientist,UnitedHealth Group,Healthcare,10001+,United States,Austin,Hybrid,Full-time,Mid Level,5,183000,USD,"Deep Learning, Statistics, Machine Learning, SQL",120,2024-02-06,Bachelor's,Data Science,3.5,Closed,Data
JOB-1150,Marketing Analyst,Target,Retail,10001+,India,Bangalore,Hybrid,Full-time,Entry Level,1,1411000,INR,"Tableau, SQL, Excel, Python",192,2024-02-02,Bachelor's,Marketing,4.0,Open,Business
JOB-1151,Business Analyst,Mastercard,Fintech,10001+,United States,Chicago,Remote,Contract,Mid Level,5,101000,USD,"Excel, Power BI, Requirements Gathering, Tableau, SQL",495,2024-05-11,Master's,Analytics,3.9,Filled,Business
JOB-1152,Financial Analyst,Goldman Sachs,Finance,10001+,United States,Seattle,Onsite,Full-time,Senior Level,6,103000,USD,"Power BI, Forecasting, Financial Modeling, Excel",221,2023-06-22,PhD,Finance,4.2,Closed,Business
JOB-1153,Cloud Engineer,Pfizer,Healthcare,10001+,Netherlands,Amsterdam,Hybrid,Internship,Mid Level,4,130000,EUR,"Kubernetes, AWS, GCP",260,2024-03-27,Bachelor's,Engineering,3.5,Open,Software
JOB-1154,Senior Data Analyst,ServiceNow,Software,10001+,United States,Los Angeles,Onsite,Contract,Senior Level,7,141000,USD,"Tableau, R, SQL, Python, Power BI, Statistics",127,2023-05-23,Master's,Analytics,4.2,Closed,Data
JOB-1155,Analytics Engineer,Johnson & Johnson,Healthcare,10001+,Canada,Vancouver,Onsite,Contract,Mid Level,2,109000,CAD,"Looker, SQL, Snowflake, Python, dbt",250,2023-03-02,Bachelor's,Engineering,3.7,Open,Data
JOB-1156,Data Engineer,Twilio,Software,1001-5000,Germany,Munich,Hybrid,Full-time,Mid Level,5,95000,EUR,"Spark, Kafka, Airflow, Python, AWS",321,2024-02-17,Master's,Engineering,3.9,On Hold,Data
JOB-1157,DevOps Engineer,BlackRock,Finance,5001-10000,Germany,Munich,Onsite,Full-time,Senior Level,7,146000,EUR,"Terraform, Kubernetes, Python, CI/CD, Docker",292,2024-03-15,Master's,Engineering,4.0,Open,Software
JOB-1158,Site Reliability Engineer,McKinsey & Company,Consulting,10001+,United States,Austin,Remote,Part-time,Senior Level,8,163000,USD,"Python, Monitoring, Linux, Kubernetes, AWS",329,2024-04-12,Master's,Engineering,3.9,Open,Software
JOB-1159,Data Architect,Lockheed Martin,Aerospace,10001+,United States,Seattle,Hybrid,Full-time,Mid Level,3,169000,USD,"AWS, SQL, Python, Spark",79,2023-08-28,Bachelor's,Engineering,3.8,Open,Data
JOB-1160,Data Scientist,Visa,Fintech,10001+,United States,San Francisco,Remote,Full-time,Senior Level,5,164000,USD,"Statistics, Machine Learning, TensorFlow, Python",179,2023-03-14,Bachelor's,Data Science,4.3,Closed,Data
JOB-1161,Senior Software Engineer,Deloitte,Consulting,10001+,United States,Seattle,Hybrid,Full-time,Mid Level,2,195000,USD,"Java, SQL, AWS, System Design, Python",321,2023-08-07,Master's,Engineering,4.1,Open,Software
JOB-1162,Data Scientist,Snowflake,Technology,1001-5000,India,Hyderabad,Hybrid,Full-time,Executive,17,3901000,INR,"Machine Learning, Python, TensorFlow",253,2023-09-12,Master's,Data Science,4.7,Open,Data
JOB-1163,Data Architect,Walmart,Retail,10001+,India,Mumbai,Remote,Full-time,Mid Level,2,5229000,INR,"Data Modeling, Python, Spark, AWS",280,2024-01-31,Bachelor's,Engineering,3.4,Open,Data
JOB-1164,Software Engineer,PwC,Consulting,10001+,Canada,Toronto,Remote,Full-time,Senior Level,8,142000,CAD,"SQL, Git, AWS, Java",253,2023-03-11,PhD,Engineering,3.9,On Hold,Software
JOB-1165,Data Architect,PayPal,Fintech,10001+,United States,Seattle,Hybrid,Full-time,Mid Level,3,228000,USD,"Azure, Python, SQL, AWS, Data Modeling, Spark",324,2023-03-09,Bachelor's,Engineering,4.1,Filled,Data
JOB-1166,Business Intelligence Analyst,Meta,Technology,10001+,Germany,Berlin,Onsite,Full-time,Senior Level,7,92000,EUR,"Excel, SQL, Power BI",199,2023-01-13,Master's,Analytics,4.1,Open,Data
JOB-1167,Cloud Engineer,Block,Fintech,1001-5000,Australia,Melbourne,Onsite,Full-time,Director,8,142000,AUD,"Azure, GCP, Python, Kubernetes, Terraform",84,2023-09-27,PhD,Engineering,4.2,Open,Software
JOB-1168,Senior Software Engineer,PayPal,Fintech,10001+,India,Hyderabad,Remote,Contract,Entry Level,0,4067000,INR,"SQL, Kubernetes, Java",215,2024-06-05,Bachelor's,Engineering,3.9,Open,Software
JOB-1169,Senior Software Engineer,Visa,Fintech,10001+,India,Bangalore,Hybrid,Full-time,Mid Level,4,3818000,INR,"Java, AWS, Python, System Design, Kubernetes, SQL",377,2024-05-29,Bachelor's,Engineering,4.4,Open,Software
JOB-1170,Data Scientist,KPMG,Consulting,10001+,India,Hyderabad,Onsite,Full-time,Mid Level,4,3652000,INR,"SQL, R, Statistics, Python, Machine Learning, TensorFlow",256,2024-05-20,Bachelor's,Data Science,3.9,Closed,Data
JOB-1171,Data Analyst,Uber,Transportation,5001-10000,United States,San Francisco,Onsite,Full-time,Senior Level,8,106000,USD,"SQL, Python, Tableau, Excel, Statistics, Power BI",239,2024-06-26,Master's,Analytics,3.8,Filled,Data
JOB-1172,Analytics Engineer,Zoom,Software,1001-5000,India,Delhi,Remote,Contract,Senior Level,7,3569000,INR,"dbt, SQL, Python",247,2024-06-01,Bachelor's,Engineering,3.7,Open,Data
JOB-1173,Financial Analyst,JPMorgan Chase,Finance,10001+,Japan,Tokyo,Remote,Part-time,Mid Level,5,11880000,JPY,"Financial Modeling, SQL, Forecasting",237,2023-10-06,Bachelor's,Finance,3.9,Open,Business
JOB-1174,Senior Data Scientist,Uber,Transportation,5001-10000,United States,Austin,Remote,Full-time,Mid Level,3,179000,USD,"SQL, Statistics, Deep Learning, Machine Learning",10,2023-04-03,Bachelor's,Data Science,4.0,Closed,Data
JOB-1175,Software Engineer,Snowflake,Technology,1001-5000,United Kingdom,Manchester,Onsite,Full-time,Entry Level,1,82000,GBP,"Python, Java, JavaScript, Git",287,2024-02-19,Bachelor's,Engineering,4.4,Open,Software
JOB-1176,Senior Data Scientist,BlackRock,Finance,5001-10000,United States,Boston,Onsite,Full-time,Entry Level,1,150000,USD,"Python, Statistics, PyTorch, SQL",102,2023-09-23,Bachelor's,Data Science,4.0,Filled,Data
JOB-1177,Full Stack Engineer,Lockheed Martin,Aerospace,10001+,India,Pune,Hybrid,Full-time,Entry Level,2,2739000,INR,"JavaScript, Python, AWS, SQL",221,2024-01-27,Bachelor's,Engineering,3.8,Open,Software
JOB-1178,Analytics Engineer,Atlassian,Software,5001-10000,Germany,Munich,Remote,Full-time,Mid Level,5,142000,EUR,"SQL, dbt, Python, Snowflake",186,2024-01-28,Bachelor's,Engineering,4.4,On Hold,Data
JOB-1179,Site Reliability Engineer,Boeing,Aerospace,10001+,Canada,Toronto,Remote,Full-time,Senior Level,7,171000,CAD,"Monitoring, AWS, Python",101,2023-07-04,Master's,Engineering,3.9,Open,Software
JOB-1180,DevOps Engineer,Meta,Technology,10001+,Singapore,Singapore,Hybrid,Contract,Mid Level,2,131000,SGD,"Terraform, Docker, Python, Kubernetes, CI/CD",435,2024-02-02,Bachelor's,Engineering,4.1,Closed,Software
JOB-1181,Product Manager,Twilio,Software,1001-5000,Canada,Vancouver,Remote,Full-time,Senior Level,6,159000,CAD,"Agile, Product Strategy, Analytics, SQL",397,2023-11-13,Master's,Product,3.7,Open,Business
JOB-1182,Cloud Engineer,Microsoft,Technology,10001+,France,Paris,Onsite,Contract,Senior Level,7,116000,EUR,"AWS, GCP, Azure, Python, Terraform, Kubernetes",390,2023-05-26,Bachelor's,Engineering,4.8,On Hold,Software
JOB-1183,Marketing Analyst,PwC,Consulting,10001+,United States,Boston,Onsite,Full-time,Executive,18,108000,USD,"Python, SQL, Google Analytics, Excel, Tableau",460,2023-06-28,MBA,Marketing,3.8,On Hold,Business
JOB-1184,Financial Analyst,Palantir,Technology,1001-5000,United States,Chicago,Hybrid,Part-time,Senior Level,8,116000,USD,"Financial Modeling, Power BI, Forecasting, SQL, Excel",275,2023-07-06,Master's,Finance,3.4,Filled,Business
JOB-1185,Product Manager,Boeing,Aerospace,10001+,Australia,Melbourne,Onsite,Full-time,Entry Level,1,130000,AUD,"Roadmapping, SQL, Analytics",404,2023-04-01,Bachelor's,Product,4.3,Closed,Business
JOB-1186,Data Analyst,Morgan Stanley,Finance,10001+,France,Paris,Onsite,Full-time,Entry Level,0,49000,EUR,"Python, Statistics, SQL, Power BI, Tableau",105,2023-06-20,Master's,Analytics,4.1,Open,Data
JOB-1187,Senior Data Scientist,EY,Consulting,10001+,United States,Washington DC,Remote,Full-time,Entry Level,1,166000,USD,"PyTorch, Machine Learning, Statistics, SQL, Python, Deep Learning",331,2024-01-20,Bachelor's,Data Science,3.9,On Hold,Data
JOB-1188,Senior Product Manager,McKinsey & Company,Consulting,10001+,United States,Chicago,Hybrid,Full-time,Entry Level,1,161000,USD,"Agile, Product Strategy, SQL, OKRs, Leadership",335,2023-09-29,Bachelor's,Product,4.3,Open,Business
JOB-1189,Site Reliability Engineer,UnitedHealth Group,Healthcare,10001+,India,Delhi,Remote,Full-time,Entry Level,2,3403000,INR,"Python, Kubernetes, Linux, Monitoring",182,2023-07-31,Bachelor's,Engineering,3.7,Open,Software
JOB-1190,Backend Engineer,ServiceNow,Software,10001+,India,Hyderabad,Remote,Full-time,Director,13,3320000,INR,"SQL, Node.js, Python, Redis, Java, AWS",405,2023-09-27,Bachelor's,Engineering,4.4,Open,Software
JOB-1191,Financial Analyst,Netflix,Entertainment,1001-5000,Canada,Toronto,Hybrid,Full-time,Entry Level,1,77000,CAD,"Forecasting, Power BI, SQL, Excel",87,2024-05-01,Bachelor's,Finance,4.5,Open,Business
JOB-1192,Senior Data Analyst,Zoom,Software,1001-5000,United States,Los Angeles,Onsite,Full-time,Senior Level,6,121000,USD,"SQL, Power BI, Python, R",450,2023-07-26,Master's,Analytics,4.1,Closed,Data
JOB-1193,Operations Analyst,Deloitte,Consulting,10001+,India,Mumbai,Onsite,Full-time,Senior Level,7,2324000,INR,"SQL, Power BI, Process Improvement",270,2024-06-19,Bachelor's,Operations,3.9,Open,Business
JOB-1194,Product Manager,Salesforce,Software,10001+,United States,Atlanta,Remote,Full-time,Mid Level,5,162000,USD,"Agile, Analytics, SQL",159,2024-02-17,Bachelor's,Product,4.4,Closed,Business
JOB-1195,Software Engineer,KPMG,Consulting,10001+,United States,San Francisco,Onsite,Full-time,Mid Level,4,126000,USD,"Python, SQL, JavaScript, Java",413,2023-04-11,Master's,Engineering,3.4,Open,Software
JOB-1196,Software Engineer,DoorDash,Food Delivery,1001-5000,United States,Los Angeles,Hybrid,Full-time,Director,14,154000,USD,"AWS, SQL, Python, Git, Java",267,2023-02-27,MBA,Engineering,3.3,Open,Software
JOB-1197,Data Engineer,KPMG,Consulting,10001+,Ireland,Dublin,Hybrid,Full-time,Entry Level,0,96000,EUR,"Spark, AWS, Airflow",453,2023-10-08,Bachelor's,Engineering,3.5,Open,Data
JOB-1198,Data Analyst,Target,Retail,10001+,Japan,Tokyo,Remote,Full-time,Mid Level,4,9460000,JPY,"Tableau, Excel, Power BI, SQL",310,2023-04-03,Bachelor's,Analytics,3.8,Open,Data
JOB-1199,Business Analyst,Palantir,Technology,1001-5000,India,Delhi,Remote,Full-time,Mid Level,2,2158000,INR,"Excel, Tableau, Requirements Gathering",312,2023-01-09,Master's,Analytics,3.8,On Hold,Business
JOB-1200,Backend Engineer,JPMorgan Chase,Finance,10001+,Singapore,Singapore,Hybrid,Full-time,Mid Level,5,117000,SGD,"SQL, Node.js, Java, AWS, Redis",829,2024-01-19,Bachelor's,Engineering,4.1,Open,Software
JOB-1201,Data Scientist,Visa,Fintech,10001+,United States,Los Angeles,Hybrid,Full-time,Entry Level,0,126000,USD,"SQL, R, Statistics, Machine Learning, TensorFlow",342,2024-02-18,Master's,Data Science,4.0,Closed,Data
JOB-1202,Data Architect,Mastercard,Fintech,10001+,Canada,Vancouver,Onsite,Full-time,Senior Level,6,170000,CAD,"Azure, Python, Data Modeling, AWS, SQL",197,2024-05-02,Master's,Engineering,4.0,Open,Data
JOB-1203,Site Reliability Engineer,Walmart,Retail,10001+,United States,Boston,Hybrid,Full-time,Senior Level,6,193000,USD,"AWS, Kubernetes, Python",426,2023-08-16,Master's,Engineering,3.3,Open,Software
JOB-1204,Analytics Engineer,PwC,Consulting,10001+,Japan,Tokyo,Hybrid,Full-time,Senior Level,5,17490000,JPY,"Python, Snowflake, dbt, SQL, Looker",275,2024-01-26,Master's,Engineering,4.0,On Hold,Data
JOB-1205,ML Engineer,LinkedIn,Technology,10001+,Japan,Tokyo,Remote,Full-time,Senior Level,5,20020000,JPY,"MLOps, Kubernetes, SQL, Python, TensorFlow",186,2023-03-01,Master's,Engineering,4.2,Closed,Data
JOB-1206,Strategy Analyst,UnitedHealth Group,Healthcare,10001+,Germany,Berlin,Hybrid,Full-time,Mid Level,5,84000,EUR,"Market Research, Excel, Financial Modeling",394,2023-02-08,Master's,Strategy,3.7,Filled,Business
JOB-1207,Cloud Engineer,Lyft,Transportation,1001-5000,Australia,Sydney,Remote,Full-time,Director,12,134000,AUD,"AWS, Python, Azure, Kubernetes",101,2023-06-21,PhD,Engineering,4.0,On Hold,Software
JOB-1208,Cloud Engineer,Slack,Software,1001-5000,Netherlands,Amsterdam,Onsite,Full-time,Entry Level,1,90000,EUR,"Terraform, Azure, GCP, Kubernetes, Python",319,2023-08-05,Bachelor's,Engineering,4.9,Open,Software
JOB-1209,Business Analyst,Zoom,Software,1001-5000,Germany,Berlin,Hybrid,Full-time,Entry Level,0,67000,EUR,"Requirements Gathering, Tableau, Power BI",232,2023-04-29,Bachelor's,Analytics,4.0,Open,Business
JOB-1210,Data Engineer,Spotify,Entertainment,1001-5000,Singapore,Singapore,Hybrid,Full-time,Entry Level,2,85000,SGD,"AWS, Python, SQL, Spark",185,2023-04-18,Bachelor's,Engineering,4.2,Open,Data
JOB-1211,ML Engineer,Mastercard,Fintech,10001+,Australia,Sydney,Hybrid,Full-time,Mid Level,3,117000,AUD,"PyTorch, Kubernetes, TensorFlow, MLOps",147,2024-05-07,Bachelor's,Engineering,4.3,Closed,Data
JOB-1212,Financial Analyst,UnitedHealth Group,Healthcare,10001+,Australia,Melbourne,Hybrid,Full-time,Senior Level,7,96000,AUD,"Financial Modeling, Excel, SQL, Power BI",10,2023-09-28,Bachelor's,Finance,3.8,Open,Business
JOB-1213,Senior Software Engineer,Workday,Software,5001-10000,Japan,Tokyo,Onsite,Full-time,Entry Level,2,15950000,JPY,"SQL, Python, Kubernetes, AWS, System Design",149,2023-10-02,Bachelor's,Engineering,4.3,Closed,Software
JOB-1214,Backend Engineer,Adobe,Software,10001+,Germany,Munich,Remote,Contract,Director,10,118000,EUR,"SQL, Node.js, AWS, Redis, Java, Python",232,2023-06-13,MBA,Engineering,4.2,Open,Software
JOB-1215,Full Stack Engineer,Target,Retail,10001+,United States,San Francisco,Remote,Full-time,Director,10,163000,USD,"Node.js, SQL, Python, AWS",10,2024-03-27,MBA,Engineering,3.9,Open,Software
JOB-1216,Operations Analyst,DoorDash,Food Delivery,1001-5000,India,Delhi,Onsite,Full-time,Senior Level,6,2241000,INR,"Lean, Excel, Process Improvement, Power BI, SQL",139,2023-06-02,Bachelor's,Operations,3.5,Filled,Business
JOB-1217,Business Analyst,Google,Technology,10001+,Japan,Tokyo,Remote,Full-time,Entry Level,1,8250000,JPY,"Power BI, Requirements Gathering, Excel",191,2024-06-03,Bachelor's,Analytics,4.7,Open,Business
